StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus,Unnamed: 12
,6.5,One,1.0,0.0,66.0,4.1,,,55.0,62.0, P ,
5059.0,8.0,One,3.0,2.0,81.0,4.0,no,Yes,,86.0, Placed ,
1013.0,6.8,1.0,2.0,,,4.0,Yes,Yes,56.0,82.0, P ,
5495.0,missing,2.0,,2.0,90.0,4.8,no,,,88.0, Not Placed ,
6923.0,8.3,2.0,3.0,2.0,90.0,,Y,Yes,73.0,84.0, Placed ,
4651.0,7.6,One,1.0,0.0,78.0,4.2,F,,55.0,62.0,,
5454.0,8.2,2.0,,,88.0,4.0,F,,75.0,75.0, Job ,
7857.0,8.3,1.0,,0.0,84.0,4.4,Yes,Yes,73.0,84.0, placed ,
7132.0,7.3,,3.0,0.0,-1,4.8,No,Yes,,66.0, P ,
5173.0,7.5,,2.0,0.0,,,,Yes,,, P ,
6901.0,88.0,2.0,,,,,no,Yes,78.0,88.0, Idle ,
,7.5/10,Zero,,,63.0,,No,Yes,75.0,66.0, NP ,
9217.0,8.0,0.0,,1.0,Score: 90.0,4.1,Yes,Yes,,61.0,,
9947.0,7.5,,,1.0,68.0,3.6,,Yes,55.0,65.0, NotPlaced ,
1562.0,,1.0,2.0,1.0,87.0,3.8,1,Yes,61.0,85.0, P ,
5481.0,,,2.0,,75.0%,4.6,yes,No,,64.0, NotPlaced ,
,7.3,1.0,2.0,0.0,82.0,,Yes,No,55.0,65.0, placed ,
5603.0,84.0,One,3.0,,90.0%,,True,,69.0,, No ,
8524.0,7.5,,1.0,1.0,81.0,4.0,No,,75.0,61.0, placed ,
2411.0,8.4,0.0,3.0,0.0,80.0,,,Yes,82.0,,,
,8.7,1.0,1.0,1.0,,,No,,69.0,79.0, Placed ,
5596.0,,,2.0,1.0,75.0,3.7,no,Yes,56.0,, Placed ,
,8.4,Zero,1.0,0.0,76.0,4.2,Yes,Yes,55.0,85.0,,
3022.0,7.7,One,3.0,2.0,,4.1,,Yes,77.0,82.0,,
6555.0,-7.7,1.0,2.0,1.0,74.0%,4.8,Yes,Yes,,66.0,,
3971.0,8.2,One,3.0,,90.0,4.7,Y,,81.0,88.0, Not Placed ,
9737.0,8.2,One,1.0,1.0,,4.6,Yes,No,64.0,67.0, Job ,
3523.0,,One,1.0,,,,False,Yes,79.0,85.0, P ,
2018.0,8.9,2.0,3.0,,-1,4.8,T,Yes,82.0,88.0, NotPlaced ,
8539.0,7.7/10,1.0,,,-1,,yes,No,,66.0,,
,,,1.0,0.0,Score: 82.0,4.6,1,Yes,58.0,75.0, Employed ,
5196.0,,1.0,2.0,0.0,84.0%,4.5,1,No,55.0,62.0,,
5678.0,8.5,0.0,3.0,2.0,76.0,4.8,True,No,74.0,81.0, Unemployed ,
6994.0,7.9,1.0,,0.0,-1,4.5,Yes,No,68.0,74.0, Placed ,
7796.0,,2.0,3.0,,,4.8,Yes,,83.0,85.0, Placed ,
8165.0,8.4,,,2.0,-1,4.8,Yes,Yes,70.0,82.0, No ,
4772.0,6.6,Zero,1.0,0.0,63.0,4.2,Y,No,,70.0, NotPlaced ,
,8.4,One,1.0,2.0,81.0,4.6,No,Yes,70.0,,,
2302.0,8.0,1.0,3.0,3.0,90.0,4.8,Yes,Yes,82.0,84.0, Unemployed ,
2580.0,6.5,0.0,1.0,1.0,73.0,3.8,,Yes,55.0,, NotPlaced ,
3083.0,8.3,1.0,3.0,2.0,74.0,4.4,,Yes,82.0,,,
4344.0,7.6,1.0,1.0,,69.0%,4.5,T,No,57.0,, No ,
2760.0,7.5,Two,1.0,1.0,82.0,4.7,1,,76.0,68.0, NotPlaced ,
3036.0,8.0,,3.0,3.0,84.0,4.0,0,,75.0,60.0, NotPlaced ,
8072.0,,0.0,,,65.0,4.2,Yes,No,,70.0, PLACED ,
5706.0,7.6,1.0,,0.0,69.0,3.9,N,,,62.0, NotPlaced ,
9415.0,6.8,,1.0,0.0,-1,4.7,N,Yes,59.0,69.0,,
7060.0,7.5,,1.0,1.0,70.0,4.0,No,Yes,,64.0, Unemployed ,
,approx 8.0,1.0,3.0,,85.0,4.8,1,Yes,76.0,83.0, Idle ,
9599.0,6.5,,,,82.0,,,,56.0,68.0, Unemployed ,
4001.0,7.5,Zero,,1.0,,,1,No,,63.0, Unemployed ,
8766.0,7.4,One,2.0,,Score: 76.0,4.4,F,Yes,79.0,70.0,,
4131.0,missing,0.0,1.0,1.0,,4.7,yes,Yes,63.0,61.0,,
3561.0,,,3.0,2.0,-1,4.4,True,Yes,76.0,81.0, PLACED ,
3363.0,-8.1,One,,0.0,Score: 79.0,4.1,Y,Yes,85.0,68.0, NotPlaced ,
7211.0,8.1/10,,,2.0,,4.8,,Yes,,82.0, placed ,
,6.8,,,1.0,61.0,3.5,no,Yes,57.0,62.0, Yes ,
4319.0,7.6,One,1.0,,74.0,4.3,,Yes,61.0,60.0,,
666.0,8.1,Two,3.0,2.0,,4.8,Yes,Yes,,83.0, P ,
9445.0,8.5,1.0,2.0,2.0,,,N,Yes,88.0,88.0,,
,8.5,1.0,,2.0,,,,,80.0,83.0, Placed ,
8289.0,7.9,1.0,2.0,,-1,4.8,No,Yes,87.0,84.0, NotPlaced ,
6919.0,,0.0,,2.0,,,False,No,79.0,88.0,,
951.0,approx 8.3,One,1.0,1.0,-1,4.1,,No,55.0,71.0, NotPlaced ,
3666.0,85.0,1.0,3.0,,88.0,4.7,No,Yes,74.0,88.0,,
712.0,6.5,One,2.0,,70.0,3.8,Y,No,61.0,70.0,,
7443.0,65.0,,2.0,0.0,61.0,4.5,F,No,75.0,, Job ,
595.0,7.8,,1.0,0.0,85.0%,4.5,Yes,Yes,70.0,65.0,,
7129.0,6.6/10,,1.0,0.0,77.0,4.2,No,No,64.0,,,
2223.0,7.4,1.0,2.0,0.0,65.0%,3.9,1,No,74.0,66.0, NotPlaced ,
5630.0,7.5,,2.0,1.0,76.0,3.8,T,Yes,55.0,75.0, NotPlaced ,
9621.0,8.0,Zero,3.0,2.0,90.0,,,Yes,74.0,71.0, NotPlaced ,
330.0,7.7,One,,0.0,80.0,4.0,yes,Yes,55.0,66.0, PLACED ,
3208.0,7.6,,2.0,0.0,79.0,3.8,,Yes,55.0,63.0, Not Placed ,
4107.0,missing,1.0,2.0,2.0,84.0,4.4,no,Yes,,,,
4410.0,,1.0,2.0,0.0,73.0,4.3,No,Yes,79.0,62.0, Job ,
,,,1.0,0.0,85.0,4.1,Yes,Yes,83.0,, Placed ,
6561.0,8.5,,3.0,2.0,,4.1,Yes,Yes,,83.0, NotPlaced ,
6033.0,,Two,3.0,2.0,90.0,,,,DATA_SHIFT_ERROR,, NP ,
6899.0,,One,3.0,2.0,Score: 90.0,,,Yes,73.0,83.0, NotPlaced ,
9275.0,,One,1.0,1.0,,4.8,No,No,69.0,,,
1439.0,7.6,0.0,2.0,0.0,79.0,4.3,T,No,55.0,63.0, Placed ,
8929.0,8.5,2.0,,1.0,,4.4,,Yes,66.0,86.0, Unplaced ,
,7.6,,2.0,,76.0,3.9,T,No,55.0,69.0, NP ,
1431.0,7.8,1.0,1.0,1.0,83.0,3.7,F,No,74.0,62.0, Placed ,
5277.0,approx 8.2,1.0,,1.0,81.0,4.8,F,Yes,,60.0, Placed ,
1003.0,-8.1,Two,2.0,,88.0,4.8,Yes,Yes,,67.0,,
,,1.0,3.0,1.0,83.0,,Yes,Yes,55.0,84.0, Placed ,
9027.0,78.0,One,2.0,1.0,,4.6,T,,79.0,66.0, Idle ,
2419.0,,One,2.0,,,3.9,Yes,Yes,87.0,76.0, Employed ,
3437.0,8.5,0.0,3.0,0.0,83.0,,True,Yes,78.0,86.0, placed ,
7651.0,,0.0,1.0,,,4.0,F,Yes,66.0,72.0, NotPlaced ,
5286.0,6.5,1.0,1.0,,77.0,4.1,1,No,,57.0, Unplaced ,
,7.7,1.0,3.0,0.0,86.0,,,,79.0,84.0, Job ,
,8.2,,2.0,1.0,90.0,4.8,,Yes,78.0,71.0, Placed ,
1314.0,7.6,Zero,3.0,1.0,90.0,4.6,True,Yes,80.0,72.0, Placed ,
9898.0,,1.0,,0.0,65.0,3.6,,Yes,56.0,63.0, Yes ,
,7.4,Zero,,,,4.2,1,,59.0,62.0,,
6836.0,8.0/10,Two,,,90.0,4.8,Yes,Yes,85.0,83.0, Placed ,
6490.0,,1.0,1.0,0.0,Score: 69.0,4.0,No,Yes,64.0,,,
9224.0,6.5,Zero,2.0,2.0,81.0,,,Yes,,69.0,,
8441.0,8.5,Two,3.0,,90.0%,4.8,T,Yes,70.0,86.0, Placed ,
3047.0,7.6,,1.0,0.0,71.0%,,No,Yes,58.0,66.0,,
7734.0,,,1.0,0.0,75.0,4.5,,Yes,57.0,66.0,,
4758.0,8.9,Two,2.0,,90.0,4.8,,,,87.0, Unplaced ,
5452.0,7.4,1.0,,1.0,81.0,4.4,No,Yes,70.0,67.0,,
,7.5,1.0,2.0,,Score: 76.0,4.7,no,Yes,59.0,73.0,,
6889.0,7.6,1.0,1.0,1.0,80.0,,,Yes,59.0,75.0, P ,
7221.0,-6.5,One,1.0,0.0,,4.0,,Yes,,75.0,,
2732.0,8.1,One,3.0,2.0,89.0,4.8,Yes,Yes,75.0,82.0, Unplaced ,
292.0,,2.0,3.0,1.0,82.0,4.6,,No,DATA_SHIFT_ERROR,83.0, NotPlaced ,
2748.0,7.9,1.0,2.0,1.0,70.0,4.3,0,,58.0,71.0, NotPlaced ,
7881.0,,0.0,1.0,0.0,Score: 80.0,4.5,Yes,Yes,87.0,78.0, PLACED ,
2809.0,7.5,0.0,1.0,,67.0,4.4,,,80.0,60.0, No ,
,7.4,1.0,1.0,0.0,71.0,3.3,No,,,, Not Placed ,
5789.0,8.0,2.0,3.0,2.0,79.0,4.8,No,No,74.0,79.0, Job ,
9555.0,8.2,0.0,2.0,2.0,88.0,3.3,no,,74.0,,,
,8.0,,3.0,0.0,90.0%,4.4,True,Yes,77.0,87.0,,
6506.0,8.2,,2.0,2.0,78.0,4.0,no,No,,63.0, NotPlaced ,
7133.0,,,3.0,1.0,Score: 85.0,4.7,0,Yes,76.0,83.0, Not Placed ,
4349.0,8.0,2.0,3.0,2.0,90.0,4.6,N,,81.0,88.0, NP ,
2084.0,-8.7,1.0,2.0,2.0,84.0,4.3,yes,No,78.0,, Unplaced ,
8361.0,7.5,0.0,1.0,,78.0,4.6,No,Yes,DATA_SHIFT_ERROR,68.0, NotPlaced ,
8367.0,7.3,0.0,,1.0,Score: 71.0,4.6,No,No,57.0,67.0, Unemployed ,
,7.3,2.0,1.0,1.0,Score: 80.0,4.6,,Yes,,75.0, placed ,
6325.0,8.3,,1.0,1.0,70.0,4.3,No,No,58.0,70.0, Not Placed ,
5135.0,8.0,2.0,3.0,2.0,90.0,4.4,,,80.0,, Placed ,
5905.0,approx 8.0,,3.0,0.0,Score: 90.0,,no,No,,80.0, placed ,
4871.0,7.6,0.0,1.0,0.0,,4.1,no,Yes,77.0,79.0, NotPlaced ,
1498.0,6.7/10,1.0,1.0,1.0,,3.8,T,No,55.0,62.0, No ,
2144.0,66.0,1.0,,2.0,,,Y,Yes,64.0,83.0, Yes ,
7309.0,6.5,1.0,1.0,0.0,66.0%,,Yes,,,64.0,,
4341.0,-7.6,0.0,3.0,0.0,,,Yes,,72.0,84.0, NotPlaced ,
4349.0,8.0,2.0,3.0,2.0,90.0,4.6,N,,81.0,88.0, NP ,
7225.0,7.7,One,2.0,0.0,82.0,4.4,Yes,Yes,,69.0, Yes ,
5403.0,,Two,3.0,,87.0,4.8,T,,81.0,88.0, Placed ,
6208.0,8.5,Two,,,85.0,4.7,,Yes,75.0,84.0, Placed ,
4295.0,7.3/10,One,,3.0,90.0,,N,,,82.0, Yes ,
8126.0,8.4,One,3.0,2.0,90.0,4.8,Yes,Yes,,88.0,,
6246.0,,2.0,3.0,0.0,90.0,,Yes,Yes,82.0,85.0, Placed ,
,6.6,0.0,,1.0,,,,,56.0,, Yes ,
8390.0,missing,,,2.0,90.0,,True,Yes,80.0,85.0, Placed ,
2794.0,8.2,0.0,,0.0,,4.0,Yes,Yes,67.0,80.0, Idle ,
216.0,7.4/10,Zero,1.0,,70.0,4.2,,No,61.0,, Unemployed ,
7134.0,,Two,2.0,2.0,90.0,4.6,Yes,Yes,68.0,87.0, Job ,
1711.0,83.0,,3.0,2.0,,4.4,T,Yes,75.0,82.0, Unemployed ,
2435.0,,0.0,3.0,2.0,Score: 90.0,4.8,Yes,Yes,83.0,83.0,,
,-7.3,2.0,,2.0,90.0,,T,No,85.0,, No ,
9431.0,missing,,1.0,0.0,60.0,3.2,,Yes,55.0,, Employed ,
7960.0,7.7,0.0,1.0,,,3.5,F,Yes,64.0,, NotPlaced ,
9881.0,7.6,One,2.0,0.0,71.0,4.6,F,Yes,55.0,68.0, Employed ,
,-7.5,0.0,2.0,0.0,86.0,,F,Yes,74.0,66.0, PLACED ,
1271.0,8.2,0.0,,2.0,,4.4,True,No,79.0,72.0, PLACED ,
7910.0,8.1,,2.0,2.0,86.0%,4.8,0,Yes,76.0,85.0, Not Placed ,
,6.5,1.0,2.0,0.0,69.0,3.4,0,No,56.0,, NotPlaced ,
635.0,8.6,Two,3.0,2.0,87.0,4.4,Yes,Yes,69.0,86.0, placed ,
3183.0,8.4,0.0,2.0,3.0,82.0,4.4,Yes,Yes,77.0,88.0, Placed ,
5138.0,7.4,2.0,1.0,1.0,78.0,4.3,No,No,,68.0, NotPlaced ,
5958.0,7.6,,2.0,0.0,,3.5,0,Yes,75.0,70.0, NotPlaced ,
3583.0,7.4,Zero,1.0,0.0,70.0,3.2,False,Yes,,57.0, Employed ,
1613.0,,2.0,3.0,2.0,86.0,4.4,no,Yes,71.0,74.0,,
,7.8,1.0,2.0,1.0,Score: 70.0,4.1,1,,55.0,63.0, NotPlaced ,
783.0,,Zero,1.0,,,4.2,T,No,57.0,71.0, NotPlaced ,
7171.0,8.7,1.0,3.0,3.0,87.0,4.7,Yes,Yes,68.0,84.0, PLACED ,
,8.4,,,2.0,89.0,4.1,0,Yes,70.0,84.0, Idle ,
2097.0,8.2,2.0,2.0,2.0,82.0%,4.7,N,No,75.0,68.0,,
6831.0,77.0,0.0,1.0,2.0,84.0,3.9,Y,Yes,60.0,, No ,
,7.8,1.0,1.0,0.0,85.0,4.0,Yes,Yes,,, placed ,
,6.5,1.0,1.0,,84.0,3.9,No,Yes,75.0,71.0, NotPlaced ,
8566.0,8.4,1.0,3.0,0.0,86.0,3.6,,Yes,76.0,87.0, NotPlaced ,
4359.0,7.8/10,,,0.0,90.0,4.8,,Yes,78.0,83.0,,
4508.0,7.4,1.0,1.0,0.0,70.0,4.0,True,Yes,,, P ,
,,1.0,2.0,,Score: 61.0,3.9,,No,55.0,61.0, NotPlaced ,
5694.0,,Two,3.0,2.0,90.0,,,Yes,73.0,86.0, Placed ,
4294.0,,Two,,,90.0,4.8,Yes,Yes,88.0,, Unemployed ,
7886.0,7.6,,3.0,2.0,,4.8,Yes,Yes,75.0,, Employed ,
5517.0,6.5,One,1.0,1.0,,4.0,False,No,55.0,60.0, Unemployed ,
,,,3.0,2.0,90.0,4.8,,Yes,89.0,86.0, Placed ,
5649.0,,1.0,1.0,0.0,77.0,3.6,Y,Yes,,78.0, NP ,
4551.0,6.6,,3.0,,87.0%,4.7,Yes,Yes,83.0,84.0, P ,
6679.0,8.0,1.0,3.0,2.0,90.0,4.0,1,Yes,78.0,86.0, Placed ,
8680.0,,0.0,3.0,,87.0,4.7,F,Yes,,70.0, P ,
,,,1.0,1.0,Score: 67.0,4.3,,No,57.0,60.0, PLACED ,
,65.0,1.0,1.0,1.0,,,0,No,,66.0, P ,
9918.0,7.4,1.0,2.0,0.0,-1,,yes,Yes,55.0,71.0,,
1241.0,8.2,1.0,3.0,2.0,Score: 90.0,4.4,,Yes,85.0,84.0, NotPlaced ,
7468.0,,2.0,1.0,1.0,-1,3.7,T,Yes,,, NotPlaced ,
9853.0,7.3,One,,0.0,75.0,,,No,57.0,69.0, Idle ,
3013.0,8.3,1.0,3.0,1.0,73.0,4.5,N,Yes,83.0,66.0,,
,,1.0,,,,,F,Yes,81.0,83.0, Unplaced ,
4612.0,,0.0,,,,3.5,No,,,, Placed ,
1312.0,missing,Two,,,-1,4.8,Yes,Yes,73.0,87.0, Placed ,
1179.0,8.8,Two,,2.0,85.0%,4.8,N,Yes,,84.0,,
3467.0,7.0,1.0,2.0,0.0,68.0,4.0,Yes,Yes,55.0,, NotPlaced ,
7828.0,-7.5,Zero,,0.0,67.0,,,,55.0,70.0, P ,
4186.0,7.6,,,0.0,73.0,4.3,No,,55.0,69.0, Job ,
,6.7,,1.0,,70.0,3.6,Y,No,,69.0, Unemployed ,
7947.0,missing,One,,,82.0,4.6,No,Yes,59.0,74.0, NotPlaced ,
7108.0,8.0,Two,3.0,2.0,83.0,4.5,Yes,Yes,79.0,, Job ,
6869.0,,One,,,85.0,4.8,,Yes,80.0,80.0, P ,
3825.0,8.5,One,1.0,0.0,Score: 85.0,4.5,,Yes,73.0,88.0, NotPlaced ,
6821.0,7.6,1.0,1.0,,Score: 70.0,4.6,,,60.0,72.0, Placed ,
8235.0,7.4,,1.0,1.0,70.0,4.0,False,No,,67.0, PLACED ,
2286.0,approx 7.4,1.0,,0.0,80.0%,4.3,,Yes,,67.0, PLACED ,
5911.0,6.7,,1.0,1.0,Score: 66.0,3.5,no,No,86.0,69.0, Not Placed ,
,77.0,0.0,3.0,0.0,,4.3,False,Yes,,67.0,,
1223.0,,1.0,,2.0,,4.4,yes,Yes,79.0,70.0, Placed ,
9989.0,-7.3,1.0,2.0,1.0,81.0%,4.0,False,Yes,,, NP ,
6133.0,missing,0.0,1.0,,74.0,,Yes,No,66.0,61.0, Job ,
,8.4,2.0,3.0,2.0,-1,4.5,Yes,Yes,90.0,79.0, NP ,
3959.0,7.8,1.0,1.0,,,3.8,No,Yes,,67.0,,
7436.0,7.7,1.0,,1.0,70.0,,Yes,Yes,74.0,85.0,,
125.0,-8.4,Two,1.0,2.0,76.0,4.1,No,No,56.0,63.0, NotPlaced ,
9211.0,6.7,,1.0,0.0,,4.5,Yes,,,61.0, Unemployed ,
,8.0,Two,3.0,2.0,90.0,4.8,Yes,Yes,77.0,, Placed ,
1994.0,,Two,1.0,,77.0,4.2,Yes,,72.0,68.0, Unplaced ,
6113.0,,,3.0,0.0,,4.2,False,Yes,60.0,66.0, Placed ,
6184.0,approx 7.9,1.0,3.0,1.0,,4.5,Yes,Yes,77.0,81.0, Unplaced ,
1388.0,8.0,2.0,,2.0,,4.8,No,,,84.0, Placed ,
3321.0,missing,,2.0,2.0,77.0,,Yes,Yes,85.0,,,
,7.7,,1.0,1.0,82.0,3.8,,No,55.0,, Employed ,
9959.0,8.2,2.0,,2.0,90.0,,Yes,Yes,73.0,85.0, Placed ,
2846.0,,1.0,3.0,,64.0,4.6,Yes,No,71.0,64.0, P ,
9251.0,-8.1,One,3.0,2.0,Score: 83.0,,True,Yes,85.0,86.0, Unplaced ,
,7.4,One,2.0,,72.0,,,Yes,55.0,62.0,,
6963.0,6.5,1.0,3.0,1.0,70.0%,4.1,No,No,59.0,62.0, Not Placed ,
1998.0,,2.0,3.0,0.0,87.0,4.4,T,Yes,86.0,88.0, Placed ,
755.0,missing,One,1.0,,Score: 67.0,4.3,Yes,No,84.0,61.0, placed ,
7758.0,,1.0,3.0,0.0,Score: 76.0,,Y,Yes,75.0,73.0, Placed ,
4316.0,,,2.0,2.0,,4.6,0,Yes,73.0,,,
4789.0,approx 8.6,2.0,1.0,3.0,80.0,4.5,Yes,Yes,83.0,81.0, Placed ,
4699.0,missing,1.0,1.0,0.0,,3.7,,Yes,69.0,84.0, PLACED ,
,approx 6.7,1.0,1.0,1.0,70.0,4.0,No,No,DATA_SHIFT_ERROR,68.0, Employed ,
9259.0,8.1,2.0,1.0,0.0,87.0,4.0,Yes,Yes,75.0,88.0, NotPlaced ,
6823.0,,Two,2.0,2.0,-1,,Yes,Yes,75.0,80.0, NP ,
4072.0,7.4,1.0,,1.0,66.0,4.5,F,No,58.0,,,
,8.3,2.0,1.0,0.0,79.0,4.0,Yes,Yes,62.0,67.0, PLACED ,
7872.0,7.8,,,0.0,83.0%,3.8,,Yes,69.0,66.0, Unemployed ,
9262.0,,1.0,2.0,0.0,,4.2,No,No,DATA_SHIFT_ERROR,55.0,,
572.0,8.2,2.0,3.0,2.0,90.0%,4.8,No,Yes,,82.0, Yes ,
6045.0,75.0,2.0,1.0,,,4.1,False,Yes,71.0,67.0, No ,
,7.2,,,0.0,69.0,4.1,no,No,64.0,73.0, NotPlaced ,
4945.0,7.7,1.0,,1.0,78.0,3.9,0,No,,, PLACED ,
668.0,6.9,0.0,1.0,0.0,-1,3.6,0,No,61.0,67.0, Idle ,
2901.0,8.4,Two,,2.0,Score: 86.0,4.8,,Yes,72.0,83.0, Placed ,
2055.0,8.3,2.0,3.0,2.0,90.0,4.8,Y,Yes,78.0,87.0, Unemployed ,
8174.0,79.0,Two,3.0,2.0,90.0,4.6,True,,75.0,87.0, Placed ,
9074.0,7.6,1.0,2.0,,,4.2,No,Yes,59.0,65.0, Placed ,
,missing,One,1.0,0.0,72.0,3.7,,No,60.0,85.0, NotPlaced ,
3262.0,7.1,0.0,1.0,0.0,69.0,4.2,No,Yes,DATA_SHIFT_ERROR,57.0,,
8601.0,approx 7.9,One,3.0,2.0,90.0,4.5,yes,Yes,,85.0,,
5934.0,,1.0,2.0,2.0,86.0,4.8,F,,,81.0, Employed ,
6537.0,8.6,One,,2.0,81.0,4.3,No,Yes,79.0,,,
,66.0,0.0,1.0,3.0,84.0,3.7,No,No,,, Idle ,
,6.5,1.0,3.0,0.0,83.0%,,Yes,Yes,74.0,62.0, NotPlaced ,
807.0,7.3/10,One,3.0,2.0,83.0%,4.7,1,Yes,70.0,, NP ,
3216.0,approx 7.8,,3.0,2.0,89.0,4.7,No,Yes,72.0,88.0,,
1780.0,8.1,1.0,1.0,1.0,71.0,4.2,yes,No,55.0,, NotPlaced ,
1520.0,,One,,0.0,,,,No,60.0,61.0,,
3253.0,7.7,1.0,2.0,1.0,69.0%,4.8,No,Yes,,70.0, placed ,
719.0,8.1,Two,3.0,2.0,87.0,4.4,T,,,83.0, Unemployed ,
,approx 8.1,Two,3.0,2.0,90.0,,Yes,Yes,,88.0, Yes ,
9162.0,-7.5,1.0,1.0,,83.0,4.4,F,No,83.0,61.0, NotPlaced ,
9914.0,missing,,1.0,2.0,,4.6,no,Yes,,87.0, P ,
3207.0,,1.0,3.0,1.0,Score: 86.0,4.3,1,Yes,71.0,85.0, Job ,
,,1.0,,0.0,82.0,4.2,T,No,,72.0, NP ,
1197.0,,1.0,1.0,0.0,78.0,3.7,no,Yes,61.0,,,
5586.0,6.5,,1.0,0.0,72.0,4.5,Yes,No,55.0,,,
,8.4,1.0,,,87.0,,No,No,78.0,70.0, Not Placed ,
6997.0,8.6,,3.0,2.0,90.0,4.8,No,Yes,84.0,85.0, No ,
4987.0,6.5,1.0,,1.0,84.0,4.4,Yes,,DATA_SHIFT_ERROR,72.0, Yes ,
9903.0,8.3/10,2.0,3.0,2.0,90.0,,no,Yes,80.0,84.0, Unplaced ,
,8.3,2.0,3.0,2.0,88.0,4.8,,Yes,66.0,83.0,,
,-8.5,Two,,0.0,82.0,4.4,Yes,,87.0,, P ,
6223.0,84.0,2.0,3.0,,89.0,4.5,Yes,Yes,82.0,, Unemployed ,
374.0,7.6/10,1.0,,0.0,,4.5,No,Yes,62.0,63.0, Employed ,
2244.0,,1.0,2.0,0.0,79.0,3.8,No,,64.0,70.0, NotPlaced ,
1794.0,missing,2.0,3.0,2.0,90.0,,Y,,83.0,82.0,,
,approx 7.3,Two,1.0,1.0,Score: 87.0,4.2,,No,90.0,65.0,,
6585.0,8.0,1.0,1.0,1.0,76.0,3.8,Yes,Yes,62.0,, Employed ,
7400.0,7.8,,3.0,2.0,-1,4.8,False,No,84.0,, Idle ,
1921.0,8.1,0.0,3.0,0.0,69.0,4.1,yes,No,,59.0, NotPlaced ,
,,1.0,3.0,2.0,71.0%,3.7,0,Yes,87.0,,,
,8.6/10,,3.0,,Score: 90.0,4.8,Yes,Yes,,83.0, Job ,
,,1.0,1.0,1.0,75.0,3.5,no,No,,83.0, NotPlaced ,
8775.0,,1.0,2.0,1.0,,4.3,Yes,No,57.0,68.0, PLACED ,
2453.0,approx 7.6,0.0,1.0,1.0,75.0,,F,Yes,,62.0, NotPlaced ,
,approx 7.5,1.0,1.0,0.0,65.0,3.3,,Yes,,64.0, NotPlaced ,
7909.0,missing,Zero,,0.0,78.0,3.7,Y,Yes,79.0,86.0, NotPlaced ,
7818.0,7.4,One,3.0,1.0,Score: 87.0,4.6,yes,No,69.0,83.0, Unplaced ,
,7.3,0.0,,2.0,74.0,,no,No,69.0,73.0, NotPlaced ,
8512.0,6.8,1.0,,,86.0,4.8,False,Yes,76.0,79.0, NP ,
1554.0,8.2,Two,,2.0,Score: 81.0,,Yes,No,80.0,79.0,,
4470.0,8.1,2.0,3.0,,84.0,,Y,Yes,,88.0, PLACED ,
9602.0,8.5,One,,0.0,83.0,4.6,F,Yes,85.0,, Placed ,
708.0,8.5,1.0,1.0,2.0,82.0,3.4,Yes,No,76.0,85.0, Placed ,
,,1.0,1.0,0.0,82.0,,Yes,Yes,55.0,, Idle ,
,7.5/10,Zero,2.0,,-1,4.3,No,No,55.0,, PLACED ,
6224.0,6.8,One,2.0,0.0,74.0,4.3,,Yes,55.0,67.0, No ,
7933.0,7.9,One,,0.0,,4.4,,Yes,82.0,, NotPlaced ,
,,Two,3.0,2.0,90.0%,4.7,False,Yes,66.0,85.0, Idle ,
5478.0,7.8,1.0,,1.0,-1,3.7,True,No,55.0,64.0, placed ,
7754.0,,1.0,2.0,,82.0%,3.9,No,Yes,55.0,70.0, Unplaced ,
626.0,7.1,1.0,2.0,1.0,-1,,No,Yes,59.0,, P ,
8103.0,8.5,2.0,3.0,1.0,86.0,4.5,T,Yes,,81.0, Unemployed ,
,77.0,0.0,3.0,0.0,,4.3,False,Yes,,67.0,,
2743.0,approx 7.6,,3.0,0.0,80.0,4.8,F,,73.0,78.0, Not Placed ,
5223.0,missing,Zero,1.0,,75.0,3.2,,No,62.0,68.0, No ,
,67.0,,2.0,0.0,-1,3.7,,,55.0,64.0, NotPlaced ,
782.0,7.5,0.0,2.0,,-1,,Yes,Yes,68.0,,,
,7.6,0.0,3.0,0.0,86.0,3.7,Y,Yes,85.0,80.0, NotPlaced ,
4991.0,6.6,0.0,1.0,1.0,,3.8,Y,,64.0,, PLACED ,
440.0,6.5,Zero,1.0,,67.0,4.3,Yes,No,,, P ,
1090.0,8.5,2.0,3.0,,90.0,4.8,,Yes,73.0,, Employed ,
2199.0,,0.0,3.0,,Score: 82.0,,F,Yes,73.0,81.0, Job ,
6080.0,,One,3.0,2.0,80.0,4.7,,Yes,67.0,67.0, Employed ,
4194.0,7.5,,,,73.0,3.4,,,80.0,67.0, NotPlaced ,
,,One,3.0,1.0,80.0,4.4,False,Yes,74.0,80.0, NotPlaced ,
4461.0,8.2,2.0,3.0,,-1,4.8,Yes,Yes,,80.0, Unplaced ,
,missing,1.0,1.0,0.0,63.0,4.0,True,,55.0,65.0, Job ,
3593.0,,,2.0,1.0,Score: 90.0,4.7,1,Yes,71.0,72.0,,
4205.0,8.5,1.0,3.0,2.0,-1,4.8,Yes,Yes,,,,
9671.0,,0.0,2.0,0.0,80.0,4.8,False,Yes,55.0,, Not Placed ,
419.0,approx 7.5,,,0.0,67.0,4.2,0,Yes,57.0,70.0,,
